"Année","Type de contribution à la formation","Canton","Degré de formation","Montant versé en fr.","Nombre de bénéficiaires"
"2017","Bourses","Schwyz","Hautes écoles universitaires",1147245,134
"2017","Bourses","Schwyz","Formation continue",0,0
"2017","Bourses","Obwalden","Degrés de formation - total",872310,123
"2017","Bourses","Obwalden","Scolarité obligatoire",0,0
"2017","Bourses","Obwalden","Maturité gymnasiale",13830,4
"2017","Bourses","Obwalden","Autres formations générales",49840,7
"2017","Bourses","Obwalden","Formation professionnelle initiale (à plein temps)",67100,8
"2017","Bourses","Obwalden","Formation professionnelle initiale (duale)",120580,15
"2017","Bourses","Obwalden","Maturité professionnelle (après l'apprentissage)",24520,3
"2017","Bourses","Obwalden","Formation professionnelle supérieure",113390,17
"2017","Bourses","Obwalden","Hautes écoles spécialisées et pédagogiques",228770,32
"2017","Bourses","Obwalden","Hautes écoles universitaires",254280,37
"2017","Bourses","Obwalden","Formation continue",0,0
"2017","Bourses","Nidwalden","Degrés de formation - total",913920,169
"2017","Bourses","Nidwalden","Scolarité obligatoire",0,0
"2017","Bourses","Nidwalden","Maturité gymnasiale",31860,11
"2017","Bourses","Nidwalden","Autres formations générales",37940,12
"2017","Bourses","Nidwalden","Formation professionnelle initiale (à plein temps)",25665,5
"2017","Bourses","Nidwalden","Formation professionnelle initiale (duale)",59625,26
"2017","Bourses","Nidwalden","Maturité professionnelle (après l'apprentissage)",1190,1
"2017","Bourses","Nidwalden","Formation professionnelle supérieure",62560,14
"2017","Bourses","Nidwalden","Hautes écoles spécialisées et pédagogiques",304560,49
"2017","Bourses","Nidwalden","Hautes écoles universitaires",385710,50
"2017","Bourses","Nidwalden","Formation continue",4810,1
"2017","Bourses","Glarus","Degrés de formation - total",1559091,206
"2017","Bourses","Glarus","Scolarité obligatoire",0,0
"2017","Bourses","Glarus","Maturité gymnasiale",45050,8
"2017","Bourses","Glarus","Autres formations générales",21100,5
"2017","Bourses","Glarus","Formation professionnelle initiale (à plein temps)",42250,7
"2017","Bourses","Glarus","Formation professionnelle initiale (duale)",65125,23
"2017","Bourses","Glarus","Maturité professionnelle (après l'apprentissage)",35350,8
"2017","Bourses","Glarus","Formation professionnelle supérieure",78250,14
"2017","Bourses","Glarus","Hautes écoles spécialisées et pédagogiques",785733,85
"2017","Bourses","Glarus","Hautes écoles universitaires",486233,58
"2017","Bourses","Glarus","Formation continue",0,0
"2017","Bourses","Zug","Degrés de formation - total",1793400,298
"2017","Bourses","Zug","Scolarité obligatoire",0,0
"2017","Bourses","Zug","Maturité gymnasiale",140600,22
"2017","Bourses","Zug","Autres formations générales",63200,17
"2017","Bourses","Zug","Formation professionnelle initiale (à plein temps)",132700,19
"2017","Bourses","Zug","Formation professionnelle initiale (duale)",346800,102
"2017","Bourses","Zug","Maturité professionnelle (après l'apprentissage)",18200,2
"2017","Bourses","Zug","Formation professionnelle supérieure",38100,7
"2017","Bourses","Zug","Hautes écoles spécialisées et pédagogiques",485900,56
"2017","Bourses","Zug","Hautes écoles universitaires",467700,55
"2017","Bourses","Zug","Formation continue",100200,18
"2017","Bourses","Fribourg / Freiburg","Degrés de formation - total",11793870,1992
"2017","Bourses","Fribourg / Freiburg","Scolarité obligatoire",0,0
"2017","Bourses","Fribourg / Freiburg","Maturité gymnasiale",1143542,280
"2017","Bourses","Fribourg / Freiburg","Autres formations générales",2103132,360
"2017","Bourses","Fribourg / Freiburg","Formation professionnelle initiale (à plein temps)",738286,153
"2017","Bourses","Fribourg / Freiburg","Formation professionnelle initiale (duale)",3175896,585
"2017","Bourses","Fribourg / Freiburg","Maturité professionnelle (après l'apprentissage)",307809,81
"2017","Bourses","Fribourg / Freiburg","Formation professionnelle supérieure",239354,41
"2017","Bourses","Fribourg / Freiburg","Hautes écoles spécialisées et pédagogiques",1602484,243
"2017","Bourses","Fribourg / Freiburg","Hautes écoles universitaires",2483367,349
"2017","Bourses","Fribourg / Freiburg","Formation continue",0,0
"2017","Bourses","Solothurn","Degrés de formation - total",7230840,1198
"2017","Bourses","Solothurn","Scolarité obligatoire",0,0
"2017","Bourses","Solothurn","Maturité gymnasiale",541980,137
"2017","Bourses","Solothurn","Autres formations générales",261810,58
"2017","Bourses","Solothurn","Formation professionnelle initiale (à plein temps)",248510,59
"2017","Bourses","Solothurn","Formation professionnelle initiale (duale)",965620,246
"2017","Bourses","Solothurn","Maturité professionnelle (après l'apprentissage)",165500,47
"2017","Bourses","Solothurn","Formation professionnelle supérieure",422595,60
"2017","Bourses","Solothurn","Hautes écoles spécialisées et pédagogiques",2111985,287
"2017","Bourses","Solothurn","Hautes écoles universitaires",2512840,326
"2017","Bourses","Solothurn","Formation continue",0,0
"2017","Bourses","Basel-Stadt","Degrés de formation - total",11726397,1868
"2017","Bourses","Basel-Stadt","Scolarité obligatoire",0,0
"2017","Bourses","Basel-Stadt","Maturité gymnasiale",1200863,234
"2017","Bourses","Basel-Stadt","Autres formations générales",1015929,268
"2017","Bourses","Basel-Stadt","Formation professionnelle initiale (à plein temps)",547258,101
"2017","Bourses","Basel-Stadt","Formation professionnelle initiale (duale)",3547286,610
"2017","Bourses","Basel-Stadt","Maturité professionnelle (après l'apprentissage)",190109,27
"2017","Bourses","Basel-Stadt","Formation professionnelle supérieure",352930,57
"2017","Bourses","Basel-Stadt","Hautes écoles spécialisées et pédagogiques",2331091,291
"2017","Bourses","Basel-Stadt","Hautes écoles universitaires",2436956,344
"2017","Bourses","Basel-Stadt","Formation continue",103975,12
"2017","Bourses","Basel-Landschaft","Degrés de formation - total",8172230,1370
"2017","Bourses","Basel-Landschaft","Scolarité obligatoire",0,0
"2017","Bourses","Basel-Landschaft","Maturité gymnasiale",409875,113
"2017","Bourses","Basel-Landschaft","Autres formations générales",606420,151
"2017","Bourses","Basel-Landschaft","Formation professionnelle initiale (à plein temps)",265335,70
"2017","Bourses","Basel-Landschaft","Formation professionnelle initiale (duale)",1438785,404
"2017","Bourses","Basel-Landschaft","Maturité professionnelle (après l'apprentissage)",53050,12
"2017","Bourses","Basel-Landschaft","Formation professionnelle supérieure",398235,60
"2017","Bourses","Basel-Landschaft","Hautes écoles spécialisées et pédagogiques",2537960,291
"2017","Bourses","Basel-Landschaft","Hautes écoles universitaires",2429220,292
"2017","Bourses","Basel-Landschaft","Formation continue",33350,3
"2017","Bourses","Schaffhausen","Degrés de formation - total",1529650,310
"2017","Bourses","Schaffhausen","Scolarité obligatoire",0,0
"2017","Bourses","Schaffhausen","Maturité gymnasiale",80150,26
"2017","Bourses","Schaffhausen","Autres formations générales",11250,5
"2017","Bourses","Schaffhausen","Formation professionnelle initiale (à plein temps)",92500,16
"2017","Bourses","Schaffhausen","Formation professionnelle initiale (duale)",425250,92
"2017","Bourses","Schaffhausen","Maturité professionnelle (après l'apprentissage)",42550,18
"2017","Bourses","Schaffhausen","Formation professionnelle supérieure",86500,18
"2017","Bourses","Schaffhausen","Hautes écoles spécialisées et pédagogiques",488600,85
"2017","Bourses","Schaffhausen","Hautes écoles universitaires",302850,57
"2017","Bourses","Schaffhausen","Formation continue",0,0
"2017","Bourses","Appenzell Ausserrhoden","Degrés de formation - total",1352650,241
"2017","Bourses","Appenzell Ausserrhoden","Scolarité obligatoire",0,0
"2017","Bourses","Appenzell Ausserrhoden","Maturité gymnasiale",169650,37
"2017","Bourses","Appenzell Ausserrhoden","Autres formations générales",83950,19
"2017","Bourses","Appenzell Ausserrhoden","Formation professionnelle initiale (à plein temps)",16000,2
"2017","Bourses","Appenzell Ausserrhoden","Formation professionnelle initiale (duale)",81850,24
"2017","Bourses","Appenzell Ausserrhoden","Maturité professionnelle (après l'apprentissage)",14850,5
"2017","Bourses","Appenzell Ausserrhoden","Formation professionnelle supérieure",54050,11
"2017","Bourses","Appenzell Ausserrhoden","Hautes écoles spécialisées et pédagogiques",468900,78
"2017","Bourses","Appenzell Ausserrhoden","Hautes écoles universitaires",463400,72
"2017","Bourses","Appenzell Ausserrhoden","Formation continue",0,0
"2017","Bourses","Appenzell Innerrhoden","Degrés de formation - total",388850,77
"2017","Bourses","Appenzell Innerrhoden","Scolarité obligatoire",0,0
"2017","Bourses","Appenzell Innerrhoden","Maturité gymnasiale",0,0
"2017","Bourses","Appenzell Innerrhoden","Autres formations générales",13900,2
"2017","Bourses","Appenzell Innerrhoden","Formation professionnelle initiale (à plein temps)",0,0
"2017","Bourses","Appenzell Innerrhoden","Formation professionnelle initiale (duale)",47900,11
"2017","Bourses","Appenzell Innerrhoden","Maturité professionnelle (après l'apprentissage)",18300,4
"2017","Bourses","Appenzell Innerrhoden","Formation professionnelle supérieure",44750,6
"2017","Bourses","Appenzell Innerrhoden","Hautes écoles spécialisées et pédagogiques",122450,30
"2017","Bourses","Appenzell Innerrhoden","Hautes écoles universitaires",141550,26
"2017","Bourses","Appenzell Innerrhoden","Formation continue",0,0
"2017","Bourses","St. Gallen","Degrés de formation - total",10411350,1676
"2017","Bourses","St. Gallen","Scolarité obligatoire",318200,64
"2017","Bourses","St. Gallen","Maturité gymnasiale",1946050,328
"2017","Bourses","St. Gallen","Autres formations générales",360700,71
"2017","Bourses","St. Gallen","Formation professionnelle initiale (à plein temps)",1296650,192
"2017","Bourses","St. Gallen","Formation professionnelle initiale (duale)",1371100,348
"2017","Bourses","St. Gallen","Maturité professionnelle (après l'apprentissage)",80600,34
"2017","Bourses","St. Gallen","Formation professionnelle supérieure",322100,50
"2017","Bourses","St. Gallen","Hautes écoles spécialisées et pédagogiques",1920650,281
"2017","Bourses","St. Gallen","Hautes écoles universitaires",2795300,359
"2017","Bourses","St. Gallen","Formation continue",0,0
"2017","Bourses","Graubünden / Grigioni / Grischun","Degrés de formation - total",10110600,1983
"2017","Bourses","Graubünden / Grigioni / Grischun","Scolarité obligatoire",0,0
"2017","Bourses","Graubünden / Grigioni / Grischun","Maturité gymnasiale",860300,250
"2017","Bourses","Graubünden / Grigioni / Grischun","Autres formations générales",994100,315
"2017","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (à plein temps)",275600,67
"2017","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (duale)",624000,218
"2017","Bourses","Graubünden / Grigioni / Grischun","Maturité professionnelle (après l'apprentissage)",171750,62
"2017","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle supérieure",365500,67
"2017","Bourses","Graubünden / Grigioni / Grischun","Hautes écoles spécialisées et pédagogiques",3311050,533
"2017","Bourses","Graubünden / Grigioni / Grischun","Hautes écoles universitaires",3508300,531
"2017","Bourses","Graubünden / Grigioni / Grischun","Formation continue",0,0
"2017","Bourses","Aargau","Degrés de formation - total",19730975,3438
"2017","Bourses","Aargau","Scolarité obligatoire",0,0
"2017","Bourses","Aargau","Maturité gymnasiale",2280650,581
"2017","Bourses","Aargau","Autres formations générales",1893200,521
"2017","Bourses","Aargau","Formation professionnelle initiale (à plein temps)",717450,186
"2017","Bourses","Aargau","Formation professionnelle initiale (duale)",3922900,1008
"2017","Bourses","Aargau","Maturité professionnelle (après l'apprentissage)",173250,40
"2017","Bourses","Aargau","Formation professionnelle supérieure",652850,83
"2017","Bourses","Aargau","Hautes écoles spécialisées et pédagogiques",4533575,541
"2017","Bourses","Aargau","Hautes écoles universitaires",5557100,578
"2017","Bourses","Aargau","Formation continue",0,0
"2017","Bourses","Thurgau","Degrés de formation - total",7474556,1147
"2017","Bourses","Thurgau","Scolarité obligatoire",0,0
"2017","Bourses","Thurgau","Maturité gymnasiale",703680,137
"2017","Bourses","Thurgau","Autres formations générales",684850,121
"2017","Bourses","Thurgau","Formation professionnelle initiale (à plein temps)",364601,52
"2017","Bourses","Thurgau","Formation professionnelle initiale (duale)",1437100,285
"2017","Bourses","Thurgau","Maturité professionnelle (après l'apprentissage)",162900,37
"2017","Bourses","Thurgau","Formation professionnelle supérieure",351350,46
"2017","Bourses","Thurgau","Hautes écoles spécialisées et pédagogiques",2447700,316
"2017","Bourses","Thurgau","Hautes écoles universitaires",1322375,179
"2017","Bourses","Thurgau","Formation continue",0,0
"2017","Bourses","Ticino","Degrés de formation - total",19243048,2411
"2017","Bourses","Ticino","Scolarité obligatoire",75466,9
"2017","Bourses","Ticino","Maturité gymnasiale",487921,187
"2017","Bourses","Ticino","Autres formations générales",167278,49
"2017","Bourses","Ticino","Formation professionnelle initiale (à plein temps)",1298009,384
"2017","Bourses","Ticino","Formation professionnelle initiale (duale)",2089057,260
"2017","Bourses","Ticino","Maturité professionnelle (après l'apprentissage)",150293,47
"2017","Bourses","Ticino","Formation professionnelle supérieure",1519861,169
"2017","Bourses","Ticino","Hautes écoles spécialisées et pédagogiques",3166698,350
"2017","Bourses","Ticino","Hautes écoles universitaires",10023848,959
"2017","Bourses","Ticino","Formation continue",264617,40
"2017","Bourses","Vaud","Degrés de formation - total",64055408,6605
"2017","Bourses","Vaud","Scolarité obligatoire",0,0
"2017","Bourses","Vaud","Maturité gymnasiale",14380820,1783
"2017","Bourses","Vaud","Autres formations générales",5303249,626
"2017","Bourses","Vaud","Formation professionnelle initiale (à plein temps)",3316445,361
"2017","Bourses","Vaud","Formation professionnelle initiale (duale)",13806331,1853
